Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
Tcells-Day0_CD8_Naive_rep2-GSM5171835-GSE168880_R1_val_1	78.35112174676007	10.597880131598766	3.8617564248183154	1.9674831619556667	1.215268733755315	0.7273235574629062	0.5249683599199426	0.3823982951177904	0.28197752712965046	1.9524435440653032	0.12324156322536624	0.014136954190848566	0.0	0.0	0.0	0.0
Tcells-Day0_CD8_Naive_rep2-GSM5171835-GSE168880_R2	70.86308174651883	12.374634081226683	5.322885366432623	2.8475867385063647	1.8091711639256884	1.2699547247371794	0.9327795312813328	0.666754133845395	0.47657173607183284	3.0395926747772912	0.2975323492584649	0.043462676521893305	0.0	0.05599307689641288	0.0	0.0
Tcells-Day0_CD8_Naive_rep2-GSM5171835-GSE168880_R2_val_2	79.47655864353334	10.170324300787426	3.6089498411613485	1.8874022176822487	1.1243131525217376	0.7088290223208324	0.516699994553783	0.383463337880256	0.23043220639888232	1.7466229184083641	0.10026082080444293	0.010689148287552555	0.0	0.035454395659767025	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880_R1	55.215505150775414	5.731691445498265	1.9948842522938541	1.0106612707374527	0.6802627573930866	0.4898422576628527	0.36831085395273955	0.30705538130508936	0.2532870489578551	4.324322627890252	2.8006941842028157	13.854188562112343	7.4377628440788115	5.531531363139225	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880_R1_val_1	59.234408573768526	5.1770125443198545	1.837646380742194	1.191318474955967	0.8583216865665279	0.6721943624964146	0.5912505460390279	0.508617744120344	0.44376594842265166	7.503155155942469	3.6023630735974104	11.76546803834122	4.387847930217327	2.2266295404698355	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880_R2	56.4233130115485	5.566671109139128	1.8355257790906763	1.02701360301601	0.6300388274666274	0.42625375010511696	0.3707409153382161	0.2860341121536483	0.25383319021306117	4.105934222477527	2.9063129160902625	13.945458471565189	7.319715384086621	4.858406389826697	0.044748317882727706	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880_R2_val_2	60.269184062740365	4.956488752197359	1.8000564790504627	1.1161012441378393	0.8203257121379589	0.6659344384342735	0.5630675260420427	0.5044886838175868	0.4747810342276217	7.489234681947582	3.7001725903746325	11.578155049363023	4.3735684992733646	1.6884412462560474	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep2-GSM5171853-GSE168880_R1	56.48696357440647	5.458040730293947	1.8291121133440784	0.997225575630601	0.6353611923250517	0.4387341597295969	0.3511412113868645	0.31979031744005215	0.27068520461528744	4.595505516139645	3.2318660165515807	15.045724886689374	6.721000210847727	3.6188492905998038	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep2-GSM5171853-GSE168880_R1_val_1	60.443241468035765	4.919744219425011	1.845802001633982	1.1463507543767486	0.8627571777488404	0.7121384273913371	0.6260863354441941	0.5398598460737415	0.5027586299939881	7.763229809968355	3.8463975871941414	11.788832074395957	3.8160547624243724	1.1867469058937545	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep2-GSM5171853-GSE168880_R2	57.72608224031636	5.225311450245078	1.702862872541059	0.8826854749176805	0.6038554889154633	0.4192906050097086	0.36204271772432584	0.3337841844786342	0.2461122398338839	4.441045494740519	3.1891490392206796	15.190411228589257	6.596186798767559	3.081180164699796	0.0	0.0
Tcells-Day14_CD4_CentralMemory_CD19_rep2-GSM5171853-GSE168880_R2_val_2	61.26347597391193	4.812676181650775	1.7678367992901696	1.0791288622938373	0.829368758560412	0.704117612317166	0.6094109638035301	0.5762832415342483	0.477822412607186	7.721810961463631	3.8932230949964906	11.888992356537473	3.314817924692457	1.0610348563407122	0.0	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep1-GSM5171854-GSE168880_R1	66.93752505732479	10.71395280261362	4.209204107556714	2.244302935914405	1.2961317288280751	0.8795931687651621	0.6457022203918152	0.4730206701273559	0.3811090868058104	4.724742027857475	2.694887306069643	4.532801282240519	0.19835584665524353	0.06867175884939823	0.0	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep1-GSM5171854-GSE168880_R1_val_1	74.24821817224732	8.930492438196309	3.187412593907099	1.744814452950687	1.0210236029529216	0.6875452303073941	0.5491623163244648	0.3851893819829462	0.33060650996638397	4.376779595927262	2.0320296542942495	2.4372336112759494	0.06949243966702788	0.0	0.0	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep1-GSM5171854-GSE168880_R2	68.23394036776821	10.213683318021612	4.012144302752132	2.1393631923819956	1.2850808100814062	0.8330902196385971	0.60627712828325	0.4299302938822214	0.3546199711629487	4.615431937583643	2.7237973041203407	4.29269112606466	0.15280806874171288	0.029200664609363273	0.07794129490792621	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep1-GSM5171854-GSE168880_R2_val_2	75.38004700068677	8.564650251720646	2.9802938218337514	1.5877043530854427	0.9840353844167475	0.6707316220685657	0.4974907948662017	0.3664967079242359	0.33120359150761247	4.362475393087898	1.992382472002036	2.215778696445827	0.0442174538541759	0.02249245649992125	0.0	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880_R1	63.69095506554594	10.994962626650143	4.605623140979675	2.61797412538112	1.6203062130869805	1.0813812337742692	0.7537215503146667	0.6118066559083913	0.4582119697899144	4.825383512282815	2.6188929812824857	5.5667772281491565	0.46827907412976916	0.025942824236523256	0.059781798488305275	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880_R1_val_1	71.38997965525955	9.48921415281264	3.5750986035435894	1.826991701625939	1.2801101653063034	0.849679429043375	0.6648930308525121	0.5009508605236791	0.408862519868491	4.592790574532956	1.9749303764960289	3.295841798421964	0.1506571317131098	0.0	0.0	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880_R2	65.21860074231361	10.625767497022826	4.397322047333837	2.459031938614931	1.5391229518206575	1.004158202020435	0.7065459943205828	0.5955225716926359	0.3997761348560798	4.555559087117545	2.6255637909135587	5.358972937970266	0.395110224486832	0.0507385805661474	0.06820729894998762	0.0
Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880_R2_val_2	72.64894207287541	9.090910277079649	3.369265399249513	1.7706933324016298	1.1965823007939889	0.7587718345459565	0.6000915879898158	0.4696838744457318	0.4025629367450355	4.513162004424301	2.018506929461928	3.0115275376591093	0.1302493898758211	0.01905052245215906	0.0	0.0
Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880_R1	55.88680716705882	10.110527371196595	4.4072871440348305	2.488282037640765	1.5848329125868172	1.1155392559177575	0.7793458680670641	0.6157012230227329	0.47292713450642354	5.227253063342905	3.255106395442849	10.91306202404173	2.371681209361291	0.5894107860107355	0.0	0.18223640776865588
Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880_R1_val_1	63.27395013049966	8.89108725681985	3.5800311682774018	2.0771987774548863	1.354350129959819	0.9578554232983866	0.7993492973998271	0.5905873343163255	0.4964334656830603	6.446326962374588	3.1779692707162956	7.257902082174718	0.9633095937258912	0.13364910729924212	0.0	0.0
Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880_R2	57.48602490380147	9.902855869563982	4.121148577036513	2.3646166960109474	1.4824087683432647	1.0239306789621871	0.7533525813644075	0.5362671830358056	0.41737271296467093	4.938517571657101	3.2655873867940852	10.731383542908576	2.3003912262651496	0.47705524181290937	0.0	0.19908705947891173
Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880_R2_val_2	64.59850639647978	8.560984354989417	3.456199637318312	1.9616786615739628	1.2959366889153234	0.9519179300861371	0.7427609638974215	0.5453908853366652	0.46711430814684074	6.390702794539732	3.0712579018541724	7.041961762857708	0.7807128300549385	0.13487488394964034	0.0	0.0
Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880_R1	54.72689862389737	10.56499244917391	4.527798725389956	2.6199758993425415	1.7088132015840203	1.1461039061033869	0.8461196664650384	0.6734776594342218	0.5558708916770582	5.298519707511136	2.857933594576366	10.605915977631811	2.930801796115298	0.7571261938070986	0.0	0.17965170729075663
Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880_R1_val_1	62.48653553325922	9.288706117337602	3.7268060357953687	2.1024936348893117	1.3871497593788562	1.015069187231398	0.7762833932909696	0.6346560816561788	0.5368023908286051	6.330233952183126	2.9158444648807293	7.354842706318385	1.2472460985564708	0.1973306443937609	0.0	0.0
Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880_R2	56.424110084178736	10.033041167717483	4.255839056877377	2.526739482252025	1.5903298532215955	1.1198956736146615	0.8184728689782822	0.6293087801748731	0.489689942864257	5.072680177043623	2.9523696556692065	10.579527755726621	2.5689267238071043	0.7410504464766589	0.0	0.1980183313973508
Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880_R2_val_2	63.84154575028802	8.85013365228353	3.521200884053806	2.0040721630715614	1.3377897954761873	0.9107808030825568	0.7884135554646692	0.5924109983048433	0.5056007715163168	6.367479384859805	2.8260431532977566	7.2326349686350575	1.0100181216277526	0.21187599803795995	0.0	0.0
Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880_R1	66.89494723484083	9.58989531127127	3.6130796432894448	1.893422081122301	1.113388437210831	0.7386824993012145	0.5280944857426408	0.3886292824597942	0.31678584293790685	4.262612738760459	2.762749874002225	6.992193547224305	0.7810129798025949	0.052760222911043535	0.07174581912306167	0.0
Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880_R1_val_1	73.52841487894088	8.052673206421206	2.786648205151847	1.508703626603643	0.8805610220782335	0.6455988926038794	0.5147599231152832	0.38125083847234126	0.30329038729198826	4.526434894100566	2.3156675324519136	4.2624325959165335	0.2809023870493445	0.012661609802301315	0.0	0.0
Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880_R2	68.15935988814076	9.29351116868168	3.4614706390101357	1.6980945504220892	1.0656787418440397	0.6578981596670663	0.48977687411728915	0.3604032720316138	0.29994506827819567	4.118077013450893	2.7840508083484012	6.796357339218813	0.6563009175692627	0.07978108700111369	0.07929447221875045	0.0
Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880_R2_val_2	74.39715030927427	7.8436369307584535	2.6814377461575285	1.348177165878055	0.8304756286787445	0.6282398394630943	0.46020931199118686	0.3670631214891839	0.2737398955644298	4.589353037818014	2.287121266509798	4.045640578032668	0.20136041992652168	0.04639474845797014	0.0	0.0
Tcells-Day14_CD4_Naive_HA_rep2-GSM5171859-GSE168880_R1	67.11389213158647	9.63778401635434	3.4797368865403153	1.8567834451420036	1.0997775566903418	0.7673583260748057	0.48753138276494706	0.40517629369978425	0.30510767955603685	4.122183559233173	2.823544203286208	7.005813264322826	0.7842564703265456	0.11105478442223204	0.0	0.0
Tcells-Day14_CD4_Naive_HA_rep2-GSM5171859-GSE168880_R1_val_1	73.35347084042418	8.16917941843915	2.7476467082929776	1.4711150712325616	0.927654951328948	0.6903360536053739	0.4628260783156266	0.37600592723871457	0.3302141167717214	4.46207831314028	2.329407307715815	4.355699198645368	0.31168096932724526	0.012685045521994903	0.0	0.0
Tcells-Day14_CD4_Naive_HA_rep2-GSM5171859-GSE168880_R2	68.20371701454359	9.356889957989061	3.4512004830974496	1.7320391935096446	1.016891849140992	0.7435441361978252	0.5053424099200258	0.3410084482301466	0.28338095043664846	3.9345315262848657	2.826378123469778	6.821428275453312	0.6644026681142449	0.05065741986927864	0.06858754374308611	0.0
Tcells-Day14_CD4_Naive_HA_rep2-GSM5171859-GSE168880_R2_val_2	74.36124010352094	7.895726712530567	2.6878455167300674	1.404193400922599	0.8498513198731827	0.6616899330364033	0.47904406574668923	0.3320544087588907	0.32106918871129275	4.366273529528613	2.2876254999600927	4.123127854681071	0.2001080410362008	0.030150424963442203	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880_R1	57.235836017367205	9.19236024819666	3.7350011003385077	2.089385542826498	1.3110685268879274	0.9631331306694373	0.6507561442980079	0.4864966358721861	0.44291166318620057	4.755810973870361	2.996824151945522	11.409806254744954	3.504321473197611	1.2262881365991827	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880_R1_val_1	63.9495094443389	7.9233348428853905	3.084209125891157	1.7867673133528106	1.1638871786302805	0.9180362771736519	0.6761318241549731	0.5751641520018406	0.48934289317491286	6.328320326448797	3.1312908083074644	8.099061827595545	1.5729300811601101	0.30201390488417107	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880_R2	58.85283962066287	8.71376049454074	3.6894538377400288	1.9717341487510007	1.252457633885122	0.8635380979842413	0.6354415833251575	0.5463758438707943	0.36504171982823574	4.5112242545291785	2.910846875044752	11.347832870419277	3.376756864987078	0.9626961544316399	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880_R2_val_2	65.32143323608028	7.569793647936575	2.967114424335273	1.648582956582614	1.123406974833087	0.86287232746347	0.7125894960841497	0.5301141072722843	0.42057606325035973	6.365806039483318	2.9978612889332354	7.8803065724820165	1.3438494807678065	0.25569338449539863	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep2-GSM5171861-GSE168880_R1	59.48546328195668	8.886778757427717	3.559866139906729	1.895367770930387	1.1516200930856892	0.7549182362992736	0.6068739226165472	0.438198628012091	0.34174863475192496	5.058966870168748	3.641643934631669	11.42414319173826	2.2867271862522554	0.4676833522221017	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep2-GSM5171861-GSE168880_R1_val_1	65.9968625190179	7.678926578899111	2.9584118703068687	1.6601677570640565	1.094395586824049	0.8655296534020288	0.6600876738420477	0.536526546903024	0.4665346082770504	6.511506895787276	3.3921896661068187	7.273405839260029	0.7780928047088126	0.12736199960096942	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep2-GSM5171861-GSE168880_R2	60.68112284891662	8.583274718459274	3.4063712715481205	1.82645305835329	1.1245055596716511	0.7538124992593819	0.5501910757655131	0.4033086159851685	0.3636531855206334	4.9134300844162935	3.5706408198568496	11.342025675873197	2.1596825174492107	0.3215280689249491	0.0	0.0
Tcells-Day14_CD8_CentralMemory_CD19_rep2-GSM5171861-GSE168880_R2_val_2	66.92252675450102	7.36351887277891	2.848114234608937	1.5736294979560188	1.0923884392719114	0.807331043227092	0.6343821968460045	0.5644086090928545	0.4563323050780688	6.519056561784907	3.3496701031212064	7.112988605367135	0.6695681193426928	0.08608465702322331	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep1-GSM5171862-GSE168880_R1	64.15216766937868	10.449163439489075	4.092806526052155	2.2017262028808466	1.361992864922528	0.8441534126694175	0.6043701437381764	0.44599005067888464	0.4048466026843423	4.74532468019447	2.9791941063701968	6.977404667920002	0.6874437605044914	0.05341587251667835	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep1-GSM5171862-GSE168880_R1_val_1	71.3681933451315	8.754034056816625	3.1807386037289285	1.719094852396593	1.1346723739755598	0.8146251506817711	0.5790149619622803	0.4825520139921488	0.3989483447782699	5.208267821240894	2.430645391920401	3.7277191175851256	0.18920003703831229	0.012293928751573605	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep1-GSM5171862-GSE168880_R2	65.46720954537228	10.105334222902108	3.95245421690984	2.051648579416275	1.254591170138216	0.8308726218236261	0.6136024464645424	0.44707619069138327	0.37543311439498095	4.4750272107926445	2.947279924467068	6.779521265986152	0.6460887589696253	0.05386073167129204	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep1-GSM5171862-GSE168880_R2_val_2	72.4867637885429	8.418093666085488	3.1080798347850545	1.6407032678117723	1.047563069976973	0.7123659194319143	0.5962182159496873	0.45850512196356047	0.3836450908732788	5.067252096728782	2.3825707266533653	3.5286352462989785	0.13671423534845684	0.03288971954976661	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep2-GSM5171863-GSE168880_R1	62.60328731851879	10.694299259369219	4.5199061334132695	2.4464836042266507	1.523186388293815	1.0375329454876578	0.7470823474449795	0.5561971014577876	0.46269446044145074	5.006982813378654	2.6891549102077588	6.829391838171597	0.8224944433550808	0.06130643623316502	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep2-GSM5171863-GSE168880_R1_val_1	70.86475683771542	9.05880522673283	3.3668057453753812	1.8146743090658537	1.2076759782372526	0.8788832265342081	0.6488937519027115	0.5123882780084642	0.4387472266134755	5.276805155939117	2.221806684329383	3.5055724021491255	0.2041851773966628	0.0	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep2-GSM5171863-GSE168880_R2	64.0879250580333	10.387374629537183	4.233820219251315	2.261197778697611	1.4490019839044235	0.9797994342761358	0.7152789706688752	0.5363145021129323	0.4120806978469841	4.805538721001922	2.707375880254057	6.672233796095011	0.6794537619365789	0.07260456638361441	0.0	0.0
Tcells-Day14_CD8_CentralMemory_HA_rep2-GSM5171863-GSE168880_R2_val_2	72.03313967876001	8.8038364063371	3.101537699278462	1.697707199334016	1.2268665990212815	0.8141919847620773	0.6242523190663253	0.48732616453484745	0.4143986904412951	5.1120732496163654	2.1948187188026256	3.3118581519255295	0.14653393575733376	0.03145920236262044	0.0	0.0
Tcells-Day14_CD8_Naive_CD19_rep1-GSM5171864-GSE168880_R1	60.01693590563578	11.047415309857115	4.4891137699780845	2.539335320922791	1.597832429076813	1.0411523395362834	0.7720330204196448	0.5931100996451437	0.46284213502496363	5.305770828531453	3.1362240696287924	8.023109672659313	0.8627498376342179	0.11237526144965083	0.0	0.0
