Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
Tcells-Day14_CD8_Naive_CD19_rep1-GSM5171864-GSE168880_R1_val_1	67.81563318278262	9.439012532062186	3.6268500342509156	2.0151056855754557	1.3202350121271593	0.8635559133233283	0.7382724799693835	0.5613786851718957	0.43104087731365315	5.7778025924492145	2.6054075119531217	4.534571038194568	0.2564667924735892	0.014667662352863608	0.0	0.0
Tcells-Day14_CD8_Naive_CD19_rep1-GSM5171864-GSE168880_R2	61.417988668552326	10.654231646893003	4.405109752289422	2.2510030142854975	1.5562855777623246	1.0051870830473544	0.6852077793251993	0.5513729704056571	0.4592433915357923	5.171004285085913	3.2145313508437816	7.733925851969076	0.7416825021252821	0.0810338201996899	0.07219230567963777	0.0
Tcells-Day14_CD8_Naive_CD19_rep1-GSM5171864-GSE168880_R2_val_2	68.86430457116718	9.217612940282478	3.4595956097525455	1.882823414392186	1.2905488338490863	0.8343486591838036	0.708484547943278	0.5508439276778421	0.45323527778000977	5.649406137614666	2.6261725744852322	4.213307487754622	0.20583476256609848	0.04348125555095846	0.0	0.0
Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880_R1	58.723660488015064	11.115512726279167	4.860096907655807	2.6954172279763626	1.7097909281560821	1.1900277534854218	0.8392505500969625	0.675300776527498	0.4859785996320556	5.353726181024573	3.1611303660472787	8.005085822675372	1.0355350498518923	0.08305630371997698	0.06643031885654534	0.0
Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880_R1_val_1	66.74118474640355	9.700432412798191	3.8301094027286195	2.1169189173546186	1.411454941794466	0.9813677108983988	0.6952798831025022	0.6096041464511489	0.4838670760758358	5.660538052657009	2.696037558240517	4.701988679847705	0.357290268584997	0.013926203062334698	0.0	0.0
Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880_R2	60.46863368085196	10.774505733139984	4.621663729036565	2.5742740401186825	1.5260530190322508	1.1000096022967139	0.7283503996704261	0.6428545765811259	0.4826712439283198	4.973316604219833	3.1400405297996934	7.866146473295251	0.935561266392256	0.09185332428190567	0.07406577735508157	0.0
Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880_R2_val_2	68.21351882366747	9.270921446571318	3.5514558486674472	2.0090692597163216	1.2747070306573216	0.942639435100761	0.6979992575875109	0.5375760272144829	0.44504453547332723	5.590904473208615	2.6351285345314666	4.491996098318124	0.28485295296097285	0.054186276324850395	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880_R1	65.53985750498879	11.504786134465158	4.807242571878758	2.6459891057730585	1.6203895762819727	1.1291883852854299	0.7715073926558915	0.5998931777113231	0.4550904095616318	5.059470677212433	2.4239346768843824	3.3159734877999987	0.07424580731139806	0.05243109218967816	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880_R1_val_1	73.8114528069069	9.768374337173222	3.539059969163051	1.867672681371593	1.2009848551972477	0.8215407872232189	0.5963308745000264	0.47653995386400433	0.36318670739399517	4.3289706335649365	1.6934931707827556	1.5160783762984091	0.016314846560583476	0.0	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880_R2	66.91464372408647	11.17184941255538	4.689333677824778	2.4903666470263643	1.5853263568338105	1.002560500425601	0.7205222438881743	0.5149305401591383	0.4201264517249955	4.725220809326474	2.4802049465550926	3.1502284488640697	0.034922425917032394	0.09976381481254695	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880_R2_val_2	74.857143220848	9.50754960834438	3.499674567841846	1.7975300002569923	1.0780210329338407	0.7811751981480869	0.5308241059212221	0.41550235597760327	0.35747663523966	4.169458107538677	1.596003401122315	1.3619554951572144	0.00895316000519568	0.03873311066498164	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep2-GSM5171867-GSE168880_R1	66.87180361460669	11.882852583889465	4.6134960391529525	2.500441767159447	1.5352778326397227	1.0193853320385131	0.7451603614448739	0.5507862612173625	0.4116350330913701	4.944432717831035	2.316920002657117	2.5506098663022234	0.009769145441000373	0.047429442528217625	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep2-GSM5171867-GSE168880_R1_val_1	75.15680568943573	9.759035407070177	3.496507504369296	1.8079476008506314	1.1029043906777118	0.6925011482919307	0.5678358913221215	0.4358687112356783	0.3141996910536824	4.0541707630968675	1.522938672610169	1.0892845299859353	0.0	0.0	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep2-GSM5171867-GSE168880_R2	68.28019190937182	11.181048661576886	4.616179798363306	2.366364026222568	1.3904865686597319	0.9848479574009831	0.6977416063434299	0.47818501146959747	0.38755363311823143	4.856801898882647	2.3227543151559225	2.340685133884255	0.01801271250095356	0.07914676704964443	0.0	0.0
Tcells-Day14_CD8_Naive_HA_rep2-GSM5171867-GSE168880_R2_val_2	76.12134488571374	9.349504773693194	3.330156884362434	1.7005143787720396	1.0221164100538092	0.6901165625722544	0.4984825157125151	0.44455932905735523	0.3186591236301291	4.087419388337989	1.4428415590902588	0.9624496113573525	0.008161878436555392	0.02367269921040767	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep1-GSM5171836-GSE168880_R1	82.42361369737395	7.892026165380061	2.3813989525216335	1.188239852027122	0.718319301167261	0.5040111384682332	0.3618753303823524	0.25712746885609367	0.20018757008980628	2.9166080603424103	0.8496285814329239	0.28470092359516425	0.0	0.022262958362902895	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep1-GSM5171836-GSE168880_R1_val_1	87.10419390885764	6.42118489282513	1.6949381645153139	0.7918121943425276	0.534576592533225	0.34342359191457816	0.2502726051513952	0.19973579750458217	0.1631974876008511	1.9908640466315293	0.4319682710418468	0.07383244708151898	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep1-GSM5171836-GSE168880_R2	83.58870758695274	7.330760473944313	2.2066808030891902	1.0864750450640528	0.6063277048427533	0.426002948479993	0.3381516594985761	0.2875402465886543	0.19182257903435812	2.809421492681665	0.8475026933513662	0.23697653328757173	0.0	0.043630233184777344	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep1-GSM5171836-GSE168880_R2_val_2	88.16567726570379	5.79811531760529	1.5391723493546912	0.7565284896117581	0.4578210420833969	0.32701119526650624	0.24202955524735287	0.17983393249560978	0.149478934018592	1.9570041294328193	0.326492253296176	0.08582337373081991	0.015012162153317628	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880_R1	82.12166687979008	8.229545345775115	2.5198324731824795	1.226776141629275	0.7757879108086535	0.47984563657770946	0.32453990296398194	0.2885161473907196	0.23693214231633153	2.8915333461158013	0.7052956768229219	0.17499653996732195	0.0	0.02473185665956002	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880_R1_val_1	87.1136683294884	6.456349339751913	1.7443573338994274	0.9006402830071601	0.556478873268792	0.32446600793908964	0.23297795581248051	0.1969743162107056	0.17952639105192617	1.9630812974678293	0.27915169770890474	0.05232817439343222	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880_R2	83.14184878324441	7.849994138421989	2.3583560101997088	1.119835232573508	0.6921721650269046	0.4614990489673465	0.3038381518273382	0.23915326409823845	0.22429615388825097	2.785948774007861	0.6300878037728513	0.13975403269402878	0.0	0.05321644127750215	0.0	0.0
Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880_R2_val_2	88.07821359998071	6.086432387851268	1.6351287965541903	0.8245769624666953	0.4475207778117337	0.32362142609140326	0.23101520080530988	0.180133875724568	0.17000425517823956	1.7326831296630207	0.24277523350250152	0.028432211189183248	0.0	0.019462143181157302	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep1-GSM5171838-GSE168880_R1	80.33213550850226	8.196304146943346	2.466463526374813	1.1565325638397395	0.636231529762103	0.430031825420653	0.3604453783979495	0.25230192554933545	0.2334274845792138	3.5992324504126	1.42869439462944	0.8837904168938229	0.0	0.024408848694690607	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep1-GSM5171838-GSE168880_R1_val_1	85.34246876238863	6.622550576312392	1.8541712904485073	0.841499943004354	0.4927198189894259	0.39165485796124533	0.30343078108817284	0.22943924100162022	0.18906596289311656	2.687864505585165	0.7590014612145515	0.28613279911283246	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep1-GSM5171838-GSE168880_R2	81.45741698303873	7.720065691217358	2.255235806318874	1.0157583814117743	0.6144821829751473	0.4099573336248094	0.31746262864439134	0.2701797735792799	0.20638270355705776	3.55293224378673	1.3419800740267827	0.7864917979051758	0.0	0.051654399913864196	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep1-GSM5171838-GSE168880_R2_val_2	86.2234565329056	6.149349191204148	1.7146357670858474	0.7883300438939052	0.48693246154279857	0.34654984940546824	0.28284594087565684	0.22855045960828319	0.19765223165681026	2.6528325035095675	0.6775791108393147	0.23206028368287318	0.0	0.019225623789627604	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880_R1	81.40821697268649	7.9671279369235	2.286995012235503	1.0659387656017671	0.6060976310970266	0.3946542658534814	0.3413023681853891	0.25533168448578186	0.19840772379299665	3.6365099680033097	1.287277464573366	0.5413654940933461	0.010774712468103595	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880_R1_val_1	86.0601160441623	6.45718488956485	1.6468009238513381	0.8366840275246019	0.4816671651840394	0.36897581955240716	0.2739453445101183	0.22681749926398703	0.20869991460434945	2.696312071032424	0.5830484240472337	0.1597478767022476	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880_R2	82.3874151746042	7.521220587643099	2.1495457331407857	0.9817838293424012	0.540156884054002	0.3856461902685042	0.2977983455931299	0.25234337186931743	0.201717829397999	3.55406438643871	1.1780218453838798	0.5020258364618413	0.0	0.048259985802184886	0.0	0.0
Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880_R2_val_2	86.87776789765095	6.03105163856656	1.630832850015854	0.7342774110481931	0.4912723674837979	0.33178478746791107	0.247870682565038	0.2556013388347151	0.20669114247290962	2.503205803795487	0.5288787868889623	0.13958262927856277	0.0	0.021182663931051064	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880_R1	87.17391213409232	6.816225592863969	1.817907049074439	0.8384757042599965	0.5235056859501019	0.3339137749096188	0.2582498922702765	0.20555707551398336	0.18279772319721968	1.6623228841771462	0.14294568339974734	0.01931013500623974	0.0	0.024876665284927723	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880_R1_val_1	90.9848606851942	5.338408475792431	1.1673345251679945	0.5195322737715251	0.34237765181764096	0.2079723131271705	0.1876836562946228	0.1332083859323348	0.12045276166951618	0.9532074976309248	0.044961773601581316	0.0	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880_R2	88.01222910809817	6.406052823699179	1.6692156905026432	0.7517697098031111	0.4319618263814699	0.28309186628054267	0.24464660459710286	0.19922033068424175	0.17534534564342183	1.6390163796682813	0.11761814873825922	0.011879814215962544	0.0	0.05795235168757263	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880_R2_val_2	91.72505404364074	4.92810299607723	1.0567877024379804	0.46532616487298406	0.26193621489474683	0.18925121834960307	0.14259404279872834	0.11100349811094944	0.10659135301271298	0.9604287614399576	0.027089924433351346	0.004285485521766967	0.0	0.02154859440922631	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep2-GSM5171841-GSE168880_R1	86.9635043009642	6.742958107858802	1.8300064633291382	0.884779911134077	0.5271868410367437	0.39886854003155364	0.26633073237543115	0.2105781666666114	0.17831384423651678	1.8016073508351944	0.1471448473708381	0.017433219011631584	0.0	0.031287675149248705	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep2-GSM5171841-GSE168880_R1_val_1	90.81393391980326	5.200188061020743	1.205155841565151	0.5947837910304284	0.32148115486519535	0.2514033613293912	0.16548460334274892	0.14466246853385378	0.13519599659145543	1.117235278873173	0.04360237415536482	0.006873148889258934	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep2-GSM5171841-GSE168880_R2	87.80131020797663	6.299743654220426	1.7218152896323575	0.8144339504829391	0.49326206641100095	0.32426376609690766	0.24856436185327124	0.20109131214422113	0.1581373527493373	1.7019335545821697	0.1634124669178561	0.013328583352484498	0.0	0.05870343358047417	0.0	0.0
Tcells-Day7_CD4_Naive_CD19_rep2-GSM5171841-GSE168880_R2_val_2	91.48780666026852	4.837846946639165	1.0745222437141875	0.5294346410826206	0.30914833310660905	0.24831138255507218	0.17492757863696318	0.12144307518497975	0.12136763426940979	1.0320753893792542	0.04270952154009694	0.0	0.0	0.02040659362312898	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep1-GSM5171842-GSE168880_R1	80.80380249634507	8.197751858521151	2.4228470611379094	1.081110315998789	0.7010737152381382	0.4584845937790724	0.3498745772561045	0.2553113504552313	0.21444456073190007	3.4451901366290567	1.284653830487022	0.7539237314831115	0.0	0.031531771937457986	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep1-GSM5171842-GSE168880_R1_val_1	85.81745823128423	6.623429070592815	1.7631770642098274	0.8321267916071526	0.46807169888152006	0.37172355104354815	0.24939155253854367	0.2426773094647536	0.18576944278722252	2.5561758981023317	0.6659601692430017	0.22403922024508346	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep1-GSM5171842-GSE168880_R2	81.78364343552259	7.778386380447796	2.2586416691059137	1.0576470166692848	0.653973822452121	0.39262794438405035	0.2988881401744679	0.22866771276783587	0.1927902084524657	3.363585256074566	1.306425947297176	0.627657803858047	0.0	0.05706466279367478	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep1-GSM5171842-GSE168880_R2_val_2	86.70340363017766	6.215879154921713	1.6372958001739606	0.778868084638918	0.45096004384045063	0.30221188797281884	0.23711912858871842	0.204384634796368	0.15765083118902018	2.4875348817965968	0.6309246130561696	0.1784494924375368	0.0	0.015317816410035816	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880_R1	82.6495681314231	7.567488258396985	2.1096929052179005	1.0497533006233877	0.5795340006297668	0.39836734195651846	0.3146308694300198	0.25872927420018704	0.24186791900995364	3.4766673458959207	1.0106164111451548	0.3266046324854954	0.0	0.016479609585591942	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880_R1_val_1	87.25961954344231	6.045292756145644	1.5329974999435065	0.7503737354349702	0.4305109938398553	0.3068989405246569	0.24062746484891148	0.21316398127512642	0.19794031479656166	2.4858704421437094	0.434575582160819	0.10212874544392012	0.0	0.0	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880_R2	83.4798212050093	7.211375827656161	2.090700374874275	0.8956029476663421	0.5135690276196003	0.3584847227788868	0.2919857890440535	0.25883447053308384	0.19356932190501092	3.4348189060380117	0.9359917317471534	0.27700785315703436	0.0	0.058237821971147324	0.0	0.0
Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880_R2_val_2	87.96216310825	5.7166364342721625	1.4640277351331348	0.6265885146288651	0.41017751007033454	0.2956503053673279	0.2511424339197957	0.19853904634306502	0.1927200509258947	2.3885139230321992	0.3951106004708944	0.07982871834492479	0.0	0.018901619241412725	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880_R1	90.35056993085962	4.959732470230965	0.9834513711488486	0.47709277092942315	0.32564854959835604	0.24948479622622344	0.21185355074533863	0.18410484594816665	0.1686879735312436	1.8424382208671986	0.21795453823974256	0.028980981674851053	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880_R1_val_1	92.94771581365954	4.060448517734125	0.7463162561999704	0.31831367078509265	0.24782433861903594	0.20837100863950572	0.16599986720777796	0.12384419647747749	0.09270676354996432	1.0170281327519333	0.0600893929841053	0.011342041391511593	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880_R2	90.93385674173263	4.611891385342821	0.90547199516292	0.4750818646910589	0.315328474873754	0.22861584032718507	0.1907768210574739	0.18942523933000946	0.13860035613280228	1.7765875130666358	0.19317429081960746	0.01586785310826726	0.0	0.025321624354731048	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880_R2_val_2	93.4362673629668	3.74160635438522	0.6477351679176301	0.36659594200394846	0.22813359748755624	0.13926791744463257	0.13428322962779404	0.14626586654634235	0.09917457891205736	0.9978022374520451	0.042085627013025075	0.0023976424061498153	0.018384475836869047	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep2-GSM5171845-GSE168880_R1	90.02919156239983	5.163287034536106	1.080471306225525	0.48133743040770993	0.3258992039345663	0.2653942246186294	0.2079500990180553	0.1526112936221562	0.1475778224712262	1.8402207155854313	0.26830715711879144	0.037752150062070486	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep2-GSM5171845-GSE168880_R1_val_1	92.87028946052517	4.117314890584813	0.7149477438858074	0.3802647923675988	0.2224070857153094	0.17017004081948806	0.15382293130404687	0.13077762921325364	0.10622116496669981	1.0425514863758958	0.07921860017427398	0.012014174067635124	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep2-GSM5171845-GSE168880_R2	90.64788797856458	4.806836288139961	0.9518039443702448	0.42509605847398674	0.3062752576019	0.2497560637295186	0.18272206841216282	0.16742619971641695	0.1304482831490915	1.8021787480973315	0.27791266622314803	0.023756773028236058	0.0	0.02789967049338442	0.0	0.0
Tcells-Day7_CD8_CentralMemory_CD19_rep2-GSM5171845-GSE168880_R2_val_2	93.29657524975083	3.8104247123303887	0.6641646793915461	0.3515600352209567	0.21722981452161583	0.17747256372101233	0.13906755138690538	0.1148239863357881	0.10299698260402214	1.0262834250782522	0.07572544818542205	0.0023552537120650877	0.0	0.021320297761250502	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880_R1	79.13192212709028	8.769903475551239	2.5690978546659204	1.1604842813331584	0.7023469358153441	0.42543123903065794	0.3208775432080912	0.2633298940742244	0.22155131828827807	4.112773251040689	1.5184703744005223	0.8038117055015155	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880_R1_val_1	84.46721916571501	7.123882592641011	1.9083908981463713	0.8666875268597521	0.5651154031267731	0.36159714420335237	0.27624578186246096	0.23973747523282435	0.2226689245571593	3.067867402847333	0.6624702265708499	0.23811745823708233	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880_R2	80.21480849720794	8.360689191966362	2.424731581653776	1.0623942423514703	0.6464461937352274	0.4167381039090008	0.30683226054350965	0.26881691424496457	0.22598156756088258	3.941906115148274	1.3832513205502468	0.7108918163546467	0.0	0.03651219477376055	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880_R2_val_2	85.33911590310815	6.7398062242024865	1.7578179065628283	0.8480234841142141	0.5532351868063323	0.3422566114139403	0.27539190939879665	0.23989579494299892	0.21964567137507737	2.8754681954988976	0.6196406484720897	0.16080321405481843	0.0	0.028899250049399288	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep2-GSM5171847-GSE168880_R1	77.94896053232418	8.997927785260545	2.7805982465556456	1.3504296231488488	0.794996798582047	0.4790411039044295	0.38335106050088896	0.2625623311020632	0.241639103864661	3.9617782861325876	1.6371552542371	1.1615598743869966	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep2-GSM5171847-GSE168880_R1_val_1	83.41286777748913	7.359394355795098	2.0952976944301467	0.9972064310517453	0.5811079947798249	0.3874873851251311	0.3397026195676288	0.2901593934703048	0.2346400209570429	3.0908276086064936	0.8454787420635832	0.3658299766638745	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep2-GSM5171847-GSE168880_R2	79.24741309078493	8.56278292393851	2.6019883316792796	1.1707510764218771	0.6859613743173557	0.4348780375486748	0.3305608748934737	0.25975681652655686	0.2294396319279983	3.854553596176069	1.5708638548063814	1.0222717391598093	0.0	0.028778651819017568	0.0	0.0
Tcells-Day7_CD8_CentralMemory_HA_rep2-GSM5171847-GSE168880_R2_val_2	84.52190453640634	6.958417117156121	1.858969117616512	0.8857074622609926	0.5458813053393438	0.3426252478585006	0.2944756920615841	0.2685024323600744	0.20020644135404989	3.0561647271061974	0.7445305117821316	0.30052487841945363	0.0	0.02209053027868734	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep1-GSM5171848-GSE168880_R1	88.46801438877513	6.192640241627189	1.4117946923392128	0.7272082238678838	0.43840695166153193	0.28162408302107267	0.22336321008272433	0.18518467649276496	0.13380941145152028	1.688093858389996	0.21550328624179985	0.023327332416267672	0.011029643632841453	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep1-GSM5171848-GSE168880_R1_val_1	91.80422618239378	4.8581704671544665	0.9553655109852038	0.45767546537177284	0.2761656949120314	0.192322008944275	0.13746147548529158	0.11326984037968342	0.0992874338932059	1.0450303345612237	0.05510855615021075	0.005917029768872291	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep1-GSM5171848-GSE168880_R2	89.1236434006725	5.7260927664200665	1.4086744151781838	0.5756196799123525	0.39637434245348113	0.28675256883828154	0.18490261815296039	0.18097654169574953	0.1632877448327253	1.7318853142939004	0.16705765628373073	0.02263913308977677	0.011745092189730235	0.020348725986544674	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep1-GSM5171848-GSE168880_R2_val_2	92.28053526707363	4.509417840675714	0.8834902090781656	0.39854426209248806	0.26281159079357935	0.21092686802284152	0.1603659221246031	0.1122166278093707	0.10773284343945379	1.0112485917655678	0.043950823627436165	0.003956649364504022	0.0	0.01480250413268901	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep2-GSM5171849-GSE168880_R1	88.67467127949416	5.969423336244332	1.5109314934156997	0.633354488159083	0.4124080586088015	0.286297276874597	0.2415758568019539	0.20036356243417408	0.15746470346112304	1.723853235382377	0.16205455487913595	0.017313018088265145	0.01028913615627528	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep2-GSM5171849-GSE168880_R1_val_1	92.10578257497865	4.5695241651687475	1.0249699577393074	0.3755425153137584	0.2827588759611468	0.18647469763250352	0.14925843786258883	0.13986258119522704	0.08051969677494915	1.0430491134214401	0.03779869315330789	0.004458690798491764	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep2-GSM5171849-GSE168880_R2	89.29336542084104	5.608131102208533	1.4148540715408815	0.6597893987959148	0.3785255285371905	0.25733473090995423	0.2092748947414052	0.18041112273783824	0.16484091618103183	1.6406725510208844	0.14496087671069074	0.009116716364587819	0.011327647710401127	0.02739502169962799	0.0	0.0
Tcells-Day7_CD8_Naive_CD19_rep2-GSM5171849-GSE168880_R2_val_2	92.58403769910963	4.368535206716888	0.911539817820738	0.4030963347735583	0.23134733098325563	0.16782583450913885	0.14508149808256665	0.10620956772360537	0.09535015882511652	0.9266978317546042	0.03517871014472097	0.003879384226871452	0.0	0.021220625329260254	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep1-GSM5171850-GSE168880_R1	83.00511875317869	6.957039676679166	1.783421273792711	0.8382156437721712	0.492806688570738	0.4230206049648947	0.29961690960744597	0.24899350484113825	0.2184830777254362	3.7512295317186126	1.348715995785823	0.6333383393631655	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep1-GSM5171850-GSE168880_R1_val_1	87.27465609225318	5.670614207564383	1.4488034203504334	0.67370367973319	0.4754416043900758	0.3317681650306417	0.23983725704777972	0.25213826663207023	0.1813253156955203	2.7013358532726204	0.6079341660254024	0.14244197200464032	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep1-GSM5171850-GSE168880_R2	83.70487576814702	6.704750521914896	1.650658663356123	0.7702643052551645	0.48802924563973066	0.32716325089474074	0.2740319930935186	0.21072307720792732	0.21023251344629396	3.806124457716573	1.2870592970616501	0.5432647721065501	0.0	0.02282213415988386	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep1-GSM5171850-GSE168880_R2_val_2	87.79866359906188	5.447228920262825	1.363816645945053	0.6171494294655906	0.43370384466223666	0.31953689153023807	0.2596704033902211	0.22921388747638322	0.2056539376967004	2.677862309693162	0.5154217764075051	0.11484495477362211	0.0	0.017233399634659873	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880_R1	84.7738078613487	6.209867655518398	1.5561362948575828	0.7407598759675781	0.4105728829958753	0.32983703310463847	0.2184446183981847	0.24144037808979732	0.22775500746704097	3.8989692997065584	1.0598172070869847	0.3325918854586135	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880_R1_val_1	88.66624908818592	5.1332622255741	1.1702585512299266	0.6232249946729658	0.3984118660025716	0.3096296001252543	0.2537661818306664	0.2455193931662757	0.18796508797169229	2.5564721478412102	0.3802571314092985	0.07498373199017978	0.0	0.0	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880_R2	85.72804410819977	5.830615852769381	1.3760849621892564	0.6797215199351446	0.4038255086364935	0.3136503958462677	0.2686303127913074	0.22275203647346584	0.18555037640056848	3.7174090970562133	0.9967154763300565	0.2533263383479042	0.0	0.023674015024164604	0.0	0.0
Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880_R2_val_2	89.28462089466586	4.866690479701566	1.1193351437260233	0.5796748495448802	0.39346888171632916	0.2931530023589206	0.2486446394962622	0.21810760119316328	0.20407842185094102	2.37795238066427	0.3429623218681809	0.05467763680163373	0.016633746411908044	0.0	0.0	0.0
