NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)
NEK10	1	NEK10
NEK11	1	NEK11
NEK2	1	NEK2
NEK3	1	NEK3
NEK4	1	NEK4
NEK5	1	NEK5
NEK6	1	NEK6
NEK7	1	NEK7
NEK8	1	NEK8
NEK9	1	NEK9
NELFA	1	NELFA
NELFB	1	NELFB
NELFCD	1	NELFCD
NELFE	1	NELFE
NEMF	1	NEMF
NEMP1	1	NEMP1
NEMP2	1	NEMP2
NENF	1	NENF
NEO1	1	NEO1
NEPRO	1	NEPRO
NES	1	NES
NET1	1	NET1
NETO1	1	NETO1
NETO2	1	NETO2
NEU1	1	NEU1
NEU3	1	NEU3
NEURL1B	1	NEURL1B
NEURL2	1	NEURL2
NEURL4	1	NEURL4
NEXN	1	NEXN
NEXN-AS1	1	NEXN-AS1
NF1	1	NF1
NF2	1	NF2
NFASC	1	NFASC
NFAT5	1	NFAT5
NFATC1	1	NFATC1
NFATC2IP	1	NFATC2IP
NFATC3	1	NFATC3
NFATC4	1	NFATC4
NFE2	1	NFE2
NFE2L1	1	NFE2L1
NFE2L2	1	NFE2L2
NFE2L3	1	NFE2L3
NFIA	1	NFIA
NFIB	1	NFIB
NFIC	1	NFIC
NFIL3	1	NFIL3
NFIX	1	NFIX
NFKB1	1	NFKB1
NFKB2	1	NFKB2
NFKBIA	1	NFKBIA
NFKBIB	1	NFKBIB
NFKBID	1	NFKBID
NFKBIE	1	NFKBIE
NFKBIL1	1	NFKBIL1
NFKBIZ	1	NFKBIZ
NFRKB	1	NFRKB
NFS1	1	NFS1
NFU1	1	NFU1
NFX1	1	NFX1
NFXL1	1	NFXL1
NFYA	1	NFYA
NFYB	1	NFYB
NFYC	1	NFYC
NFYC-AS1	1	NFYC-AS1
NGDN	1	NGDN
NGEF	1	NGEF
NGF	1	NGF
NGFR	1	NGFR
NGLY1	1	NGLY1
NGRN	1	NGRN
NHEJ1	1	NHEJ1
NHERF1	1	SLC9A3R1
NHERF2	1	SLC9A3R2
NHLH1	1	NHLH1
NHLRC1	1	NHLRC1
NHLRC2	1	NHLRC2
NHLRC3	1	NHLRC3
NHLRC4	1	NHLRC4
NHP2	1	NHP2
NHS	1	NHS
NHSL1	1	NHSL1
NHSL1-AS1	1	FLJ46906
NHSL2	1	NHSL2
NIBAN1	1	FAM129A
NIBAN2	1	FAM129B
NIBAN3	1	FAM129C
NICN1	1	NICN1
NID1	1	NID1
NID2	1	NID2
NIF3L1	1	NIF3L1
NIFK	1	NIFK
NIFK-AS1	1	NIFK-AS1
NIM1K	1	NIM1K
NIN	1	NIN
NINJ1	1	NINJ1
NINJ2	1	NINJ2
NINJ2-AS1	1	LOC100049716
NINL	1	NINL
NIP7	1	NIP7
NIPA1	1	NIPA1
NIPA2	1	NIPA2
NIPAL1	1	NIPAL1
NIPAL2	1	NIPAL2
NIPAL3	1	NIPAL3
NIPBL	1	NIPBL
NIPBL-DT	1	NIPBL-DT
NIPSNAP1	1	NIPSNAP1
NIPSNAP2	1	NIPSNAP2
NIPSNAP3A	1	NIPSNAP3A
NIPSNAP3B	1	NIPSNAP3B
NISCH	1	NISCH
NIT1	1	NIT1
NIT2	1	NIT2
NKAIN1	1	NKAIN1
NKAIN2	1	NKAIN2
NKAP	1	NKAP
NKAPD1	1	NKAPD1
NKAPL	1	NKAPL
NKAPP1	1	NKAPP1
NKD1	1	NKD1
NKILA	1	NKILA
NKIRAS1	1	NKIRAS1
NKIRAS2	1	NKIRAS2
NKPD1	1	NKPD1
NKRF	1	NKRF
NKTR	1	NKTR
NKX3-1	1	NKX3-1
NKX6-1	1	NKX6-1
NLE1	1	NLE1
NLGN1	1	NLGN1
NLGN2	1	NLGN2
NLGN3	1	NLGN3
NLGN4Y	1	NLGN4Y
NLK	1	NLK
NLN	1	NLN
NLRC5	1	NLRC5
NLRP1	1	NLRP1
NLRP10	1	NLRP10
NLRX1	1	NLRX1
NMB	1	NMB
NMD3	1	NMD3
NME1	1	NME1
NME2	1	NME2
NME3	1	NME3
NME4	1	NME4
NME5	1	NME5
NME7	1	NME7
NMI	1	NMI
NMNAT1	1	NMNAT1
NMNAT2	1	NMNAT2
NMNAT3	1	NMNAT3
NMRAL1	1	NMRAL1
NMRAL2P	1	NMRAL2P
NMRK1	1	NMRK1
NMT1	1	NMT1
NMT2	1	NMT2
NMU	1	NMU
NNAT	1	NNAT
NNMT	1	NNMT
NNT	1	NNT
NNT-AS1	1	NNT-AS1
NOA1	1	NOA1
NOB1	1	NOB1
NOC2L	1	NOC2L
NOC3L	1	NOC3L
NOC4L	1	NOC4L
NOCT	1	NOCT
NOD1	1	NOD1
NOG	1	NOG
NOL10	1	NOL10
NOL11	1	NOL11
NOL12	1	NOL12
NOL3	1	NOL3
NOL4L	1	NOL4L
NOL6	1	NOL6
NOL8	1	NOL8
NOL9	1	NOL9
NOLC1	1	NOLC1
NOM1	1	NOM1
NOMO1	1	NOMO1
NOMO2	1	NOMO2
NOMO3	1	NOMO3
NONO	1	NONO
NOP10	1	NOP10
NOP14	1	NOP14
NOP14-AS1	1	NOP14-AS1
NOP16	1	NOP16
NOP2	1	NOP2
NOP53	1	NOP53
NOP56	1	NOP56
NOP58	1	NOP58
NOP9	1	NOP9
NOPCHAP1	1	C12orf45
NORAD	1	NORAD
NOS1AP	1	NOS1AP
NOSIP	1	NOSIP
NOSTRIN	1	NOSTRIN
NOTCH1	1	NOTCH1
NOTCH2	1	NOTCH2
NOTCH2NLB	1	NOTCH2NLB
NOTCH2NLR	1	NOTCH2NLR
NOTCH3	1	NOTCH3
NOTCH4	1	NOTCH4
NOVA1	1	NOVA1
NOX4	1	NOX4
NOX5	1	NOX5
NOXA1	1	NOXA1
NOXRED1	1	NOXRED1
NPAS1	1	NPAS1
NPAS2	1	NPAS2
NPAS3	1	NPAS3
NPAS4	1	NPAS4
NPAT	1	NPAT
NPC1	1	NPC1
NPC2	1	NPC2
NPDC1	1	NPDC1
NPEPL1	1	NPEPL1
NPEPPS	1	NPEPPS
NPEPPSP1	1	LOC440434
NPFF	1	NPFF
NPHP1	1	NPHP1
NPHP3	1	NPHP3
NPHP4	1	NPHP4
NPIPA5	1	NPIPA5
NPIPA8	1	NPIPA8
NPIPB11	1	NPIPB11
NPIPB12	1	NPIPB12
NPIPB15	1	NPIPB15
NPIPB2	1	NPIPB2
NPIPB3	1	NPIPB3
NPIPB4	1	NPIPB4
NPIPB5	1	NPIPB5
NPIPB6	1	NPIPB6
NPL	1	NPL
NPLOC4	1	NPLOC4
NPM1	1	NPM1
NPM2	1	NPM2
NPM3	1	NPM3
NPR1	1	NPR1
NPR2	1	NPR2
NPR3	1	NPR3
NPRL2	1	NPRL2
NPRL3	1	NPRL3
NPTN	1	NPTN
NPTN-IT1	1	NPTN-IT1
NPTX1	1	NPTX1
NPTX2	1	NPTX2
NPTXR	1	NPTXR
NPW	1	NPW
NPY2R	1	NPY2R
NPY4R	1	NPY4R
NQO1	1	NQO1
NQO2	1	NQO2
NR0B1	1	NR0B1
NR1D1	1	NR1D1
NR1D2	1	NR1D2
NR1H2	1	NR1H2
NR1H3	1	NR1H3
NR2C1	1	NR2C1
NR2C2	1	NR2C2
NR2C2AP	1	NR2C2AP
NR2F1	1	NR2F1
NR2F1-AS1	1	NR2F1-AS1
NR2F2	1	NR2F2
NR2F2-AS1	1	NR2F2-AS1
NR2F6	1	NR2F6
NR3C1	1	NR3C1
NR3C2	1	NR3C2
NR4A1	1	NR4A1
NR4A2	1	NR4A2
NR4A3	1	NR4A3
NR6A1	1	NR6A1
NRAS	1	NRAS
NRAV	1	NRAV
NRBF2	1	NRBF2
NRBP1	1	NRBP1
NRBP2	1	NRBP2
NRCAM	1	NRCAM
NRDC	1	NRDC
NRDE2	1	NRDE2
NREP	1	NREP
NRF1	1	NRF1
NRG1	1	NRG1
NRGN	1	NRGN
NRIP1	1	NRIP1
NRIP3	1	NRIP3
NRK	1	NRK
NRL	1	NRL
NRM	1	NRM
NRN1	1	NRN1
NRN1L	1	NRN1L
NRP1	1	NRP1
NRP2	1	NRP2
NRSN2	1	NRSN2
NRSN2-AS1	1	NRSN2-AS1
NRXN2	1	NRXN2
NSA2	1	NSA2
NSD1	1	NSD1
NSD2	1	NSD2
NSD3	1	NSD3
NSDHL	1	NSDHL
NSF	1	NSF
NSFL1C	1	NSFL1C
NSG1	1	NSG1
NSL1	1	NSL1
NSMAF	1	NSMAF
NSMCE1	1	NSMCE1
NSMCE2	1	NSMCE2
NSMCE3	1	NSMCE3
NSMCE4A	1	NSMCE4A
NSMF	1	NSMF
NSRP1	1	NSRP1
NSUN2	1	NSUN2
NSUN3	1	NSUN3
NSUN4	1	NSUN4
NSUN5	1	NSUN5
NSUN5P1	1	NSUN5P1
NSUN5P2	1	NSUN5P2
NSUN6	1	NSUN6
NT5C	1	NT5C
NT5C2	1	NT5C2
NT5C3A	1	NT5C3A
NT5C3B	1	NT5C3B
NT5DC1	1	NT5DC1
NT5DC2	1	NT5DC2
NT5DC3	1	NT5DC3
NT5E	1	NT5E
NT5M	1	NT5M
NTAN1	1	NTAN1
NTAQ1	1	WDYHV1
NTHL1	1	NTHL1
NTM	1	NTM
NTMT1	1	NTMT1
NTN1	1	NTN1
NTN4	1	NTN4
NTN5	1	NTN5
NTNG1	1	NTNG1
NTNG2	1	NTNG2
NTPCR	1	NTPCR
NTRK1	1	NTRK1
NTRK2	1	NTRK2
NTRK3	1	NTRK3
NUAK1	1	NUAK1
NUAK2	1	NUAK2
NUB1	1	NUB1
NUBP1	1	NUBP1
NUBP2	1	NUBP2
NUBPL	1	NUBPL
NUCB1	1	NUCB1
NUCB1-AS1	1	NUCB1-AS1
NUCB2	1	NUCB2
NUCKS1	1	NUCKS1
NUDC	1	NUDC
NUDCD1	1	NUDCD1
NUDCD2	1	NUDCD2
NUDCD3	1	NUDCD3
NUDT1	1	NUDT1
NUDT10	1	NUDT10
NUDT11	1	NUDT11
NUDT12	1	NUDT12
NUDT13	1	NUDT13
NUDT14	1	NUDT14
NUDT15	1	NUDT15
NUDT16	1	NUDT16
NUDT16-DT	1	LOC339874
NUDT16L1	1	NUDT16L1
NUDT16L2P	1	NUDT16P1
NUDT17	1	NUDT17
NUDT18	1	NUDT18
NUDT19	1	NUDT19
NUDT21	1	NUDT21
NUDT22	1	NUDT22
NUDT3	1	NUDT3
NUDT4	1	NUDT4
NUDT6	1	NUDT6
NUDT7	1	NUDT7
NUDT8	1	NUDT8
NUDT9	1	NUDT9
NUDT9P1	1	NUDT9P1
NUF2	1	NUF2
NUFIP1	1	NUFIP1
NUFIP2	1	NUFIP2
NUMA1	1	NUMA1
NUMB	1	NUMB
NUMBL	1	NUMBL
NUP107	1	NUP107
NUP133	1	NUP133
NUP153	1	NUP153
NUP153-AS1	1	LOC105374952
NUP155	1	NUP155
NUP160	1	NUP160
NUP188	1	NUP188
NUP205	1	NUP205
NUP214	1	NUP214
NUP35	1	NUP35
NUP37	1	NUP37
NUP42	1	NUPL2
NUP43	1	NUP43
NUP50	1	NUP50
NUP50-DT	1	NUP50-DT
NUP54	1	NUP54
NUP58	1	NUP58
NUP62	1	NUP62
NUP85	1	NUP85
NUP88	1	NUP88
NUP93	1	NUP93
NUP98	1	NUP98
NUPR1	1	NUPR1
NUS1	1	NUS1
NUSAP1	1	NUSAP1
NUTF2	1	NUTF2
NUTM2A	1	NUTM2A
NUTM2A-AS1	1	NUTM2A-AS1
NUTM2B-AS1	1	NUTM2B-AS1
NUTM2D	1	NUTM2D
NUTM2E	1	NUTM2E
NVL	1	NVL
NXF1	1	NXF1
NXN	1	NXN
NXNL2	1	NXNL2
NXPE3	1	NXPE3
NXPH3	1	NXPH3
NXPH4	1	NXPH4
NXT1	1	NXT1
NXT2	1	NXT2
NYAP1	1	NYAP1
NYNRIN	1	NYNRIN
OAF	1	OAF
OARD1	1	OARD1
OAS1	1	OAS1
OAS2	1	OAS2
OAS3	1	OAS3
OASL	1	OASL
OAZ1	1	OAZ1
OAZ2	1	OAZ2
OAZ3	1	OAZ3
OBI1	1	RNF219
OBI1-AS1	1	RNF219-AS1
OBSCN	1	OBSCN
OBSCN-AS1	1	OBSCN-AS1
OBSL1	1	OBSL1
OCA2	1	OCA2
OCEL1	1	OCEL1
OCIAD1	1	OCIAD1
OCIAD2	1	OCIAD2
OCLN	1	OCLN
OCRL	1	OCRL
ODAD1	1	CCDC114
ODAD2	1	ARMC4
ODAD3	1	CCDC151
ODAD4	1	TTC25
ODC1	1	ODC1
ODC1-DT	1	LOC101929715
ODF2	1	ODF2
ODF2L	1	ODF2L
ODF3B	1	ODF3B
ODR4	1	ODR4
OFD1	1	OFD1
OGA	1	OGA
OGDH	1	OGDH
OGDHL	1	OGDHL
OGFOD1	1	OGFOD1
OGFOD2	1	OGFOD2
OGFOD3	1	OGFOD3
OGFR	1	OGFR
OGFR-AS1	1	OGFR-AS1
OGFRL1	1	OGFRL1
OGFRP1	1	OGFRP1
OGG1	1	OGG1
OGN	1	OGN
OGT	1	OGT
OIP5	1	OIP5
OIP5-AS1	1	OIP5-AS1
OLA1	1	OLA1
OLAH	1	OLAH
OLFM1	1	OLFM1
OLFM2	1	OLFM2
OLFM5P	1	OLFM5P
OLFML1	1	OLFML1
OLFML2A	1	OLFML2A
OLFML2B	1	OLFML2B
OLFML3	1	OLFML3
OLMALINC	1	OLMALINC
OLR1	1	OLR1
OMA1	1	OMA1
OMD	1	OMD
OPA1	1	OPA1
OPA3	1	OPA3
OPHN1	1	OPHN1
OPLAH	1	OPLAH
OPN1SW	1	OPN1SW
OPN3	1	OPN3
OPRL1	1	OPRL1
OPTN	1	OPTN
OR2S2	1	OR2S2
OR51E2	1	OR51E2
OR7E12P	1	OR7E12P
OR7E47P	1	OR7E47P
ORAI1	1	ORAI1
ORAI2	1	ORAI2
ORAI3	1	ORAI3
ORC1	1	ORC1
ORC2	1	ORC2
ORC3	1	ORC3
ORC4	1	ORC4
ORC5	1	ORC5
ORC6	1	ORC6
ORMDL1	1	ORMDL1
ORMDL2	1	ORMDL2
ORMDL3	1	ORMDL3
OS9	1	OS9
OSBP	1	OSBP
OSBP2	1	OSBP2
OSBPL10	1	OSBPL10
OSBPL1A	1	OSBPL1A
OSBPL2	1	OSBPL2
OSBPL3	1	OSBPL3
OSBPL5	1	OSBPL5
OSBPL6	1	OSBPL6
OSBPL7	1	OSBPL7
OSBPL8	1	OSBPL8
OSBPL9	1	OSBPL9
OSCAR	1	OSCAR
OSCP1	1	OSCP1
OSER1	1	OSER1
OSER1-DT	1	OSER1-DT
OSGEP	1	OSGEP
OSGEPL1	1	OSGEPL1
OSGEPL1-AS1	1	OSGEPL1-AS1
OSGIN1	1	OSGIN1
OSGIN2	1	OSGIN2
OSMR	1	OSMR
OSMR-DT	1	OSMR-AS1
OSR1	1	OSR1
OSR2	1	OSR2
OST4	1	OST4
OSTC	1	OSTC
OSTF1	1	OSTF1
OSTM1	1	OSTM1
OTUB1	1	OTUB1
OTUB2	1	OTUB2
OTUD1	1	OTUD1
OTUD3	1	OTUD3
OTUD4	1	OTUD4
OTUD5	1	OTUD5
OTUD6B	1	OTUD6B
OTUD6B-AS1	1	OTUD6B-AS1
OTUD7A	1	OTUD7A
OTUD7B	1	OTUD7B
OTULIN	1	OTULIN
OTULINL	1	OTULINL
OVCA2	1	OVCA2
OVCH1	1	OVCH1
OVCH1-AS1	1	OVCH1-AS1
OVGP1	1	OVGP1
OXA1L	1	OXA1L
OXCT1	1	OXCT1
OXCT1-AS1	1	OXCT1-AS1
OXCT2	1	OXCT2
OXCT2P1	1	OXCT2P1
OXER1	1	OXER1
OXLD1	1	OXLD1
OXNAD1	1	OXNAD1
OXR1	1	OXR1
OXSM	1	OXSM
OXSR1	1	OXSR1
OXTR	1	OXTR
P2RX4	1	P2RX4
P2RX5	1	P2RX5
P2RX6	1	P2RX6
P2RX7	1	P2RX7
P2RY1	1	P2RY1
P2RY2	1	P2RY2
P2RY4	1	P2RY4
P2RY6	1	P2RY6
P3H1	1	P3H1
P3H2	1	P3H2
P3H3	1	P3H3
P3H4	1	P3H4
P4HA1	1	P4HA1
P4HA2	1	P4HA2
P4HA3	1	P4HA3
P4HB	1	P4HB
P4HTM	1	P4HTM
PA2G4	1	PA2G4
PA2G4P4	1	PA2G4P4
PAAF1	1	PAAF1
PABIR1	1	FAM122A
PABIR2	1	FAM122B
PABIR3	1	FAM122C
PABPC1	1	PABPC1
PABPC1L	1	PABPC1L
PABPC3	1	PABPC3
PABPC4	1	PABPC4
PABPC4-AS1	1	LOC101929516
PABPC4L	1	PABPC4L
PABPC5	1	PABPC5
PABPN1	1	PABPN1
PACC1	1	TMEM206
PACERR	1	PACERR
PACRGL	1	PACRGL
PACS1	1	PACS1
PACS2	1	PACS2
PACSIN2	1	PACSIN2
PACSIN3	1	PACSIN3
PAF1	1	PAF1
PAFAH1B1	1	PAFAH1B1
PAFAH1B2	1	PAFAH1B2
PAFAH1B3	1	PAFAH1B3
PAFAH2	1	PAFAH2
PAG1	1	PAG1
PAGR1	1	PAGR1
PAICS	1	PAICS
PAIP1	1	PAIP1
PAIP2	1	PAIP2
PAIP2B	1	PAIP2B
PAK1	1	PAK1
PAK2	1	PAK2
PAK3	1	PAK3
PAK4	1	PAK4
PALB2	1	PALB2
PALD1	1	PALD1
PALLD	1	PALLD
PALM	1	PALM
PALM3	1	PALM3
PALMD	1	PALMD
PALS1	1	MPP5
PALS2	1	MPP6
PAM	1	PAM
PAM16	1	PAM16
PAMR1	1	PAMR1
PAN2	1	PAN2
PAN3	1	PAN3
PAN3-AS1	1	PAN3-AS1
PANCR	1	PANCR
PANK1	1	PANK1
PANK2	1	PANK2
PANK3	1	PANK3
PANK4	1	PANK4
PANO1	1	PANO1
PANTR1	1	PANTR1
PANX1	1	PANX1
PANX2	1	PANX2
PAOX	1	PAOX
PAPLN	1	PAPLN
PAPLN-AS1	1	LOC101928123
PAPOLA	1	PAPOLA
PAPOLA-DT	1	LOC730202
PAPOLB	1	PAPOLB
PAPOLG	1	PAPOLG
PAPPA	1	PAPPA
PAPPA-AS1	1	PAPPA-AS1
PAPPA2	1	PAPPA2
PAPSS1	1	PAPSS1
PAPSS2	1	PAPSS2
PAQR3	1	PAQR3
PAQR4	1	PAQR4
PAQR5	1	PAQR5
PAQR6	1	PAQR6
PAQR7	1	PAQR7
PAQR8	1	PAQR8
PARD3	1	PARD3
PARD3-DT	1	PARD3-AS1
PARD3B	1	PARD3B
PARD6A	1	PARD6A
PARD6B	1	PARD6B
PARD6G	1	PARD6G
PARD6G-AS1	1	PARD6G-AS1
PARG	1	PARG
PARGP1	1	PARGP1
PARK7	1	PARK7
PARL	1	PARL
PARM1	1	PARM1
PARN	1	PARN
PARP1	1	PARP1
PARP10	1	PARP10
PARP11	1	PARP11
PARP12	1	PARP12
PARP14	1	PARP14
PARP15	1	PARP15
PARP16	1	PARP16
PARP2	1	PARP2
PARP3	1	PARP3
PARP4	1	PARP4
PARP6	1	PARP6
PARP8	1	PARP8
PARP9	1	PARP9
PARPBP	1	PARPBP
PARS2	1	PARS2
PARTICL	1	PARTICL
PARVA	1	PARVA
PARVB	1	PARVB
PASK	1	PASK
PATJ	1	PATJ
PATL1	1	PATL1
PATL2	1	PATL2
PATZ1	1	PATZ1
PAWR	1	PAWR
PAX8	1	PAX8
PAX8-AS1	1	PAX8-AS1
PAX9	1	PAX9
PAXBP1	1	PAXBP1
PAXBP1-AS1	1	PAXBP1-AS1
PAXIP1	1	PAXIP1
PAXIP1-AS2	1	PAXIP1-AS2
PAXIP1-DT	1	PAXIP1-AS1
PAXX	1	PAXX
PBDC1	1	PBDC1
PBK	1	PBK
PBLD	1	PBLD
PBRM1	1	PBRM1
PBX1	1	PBX1
PBX2	1	PBX2
PBX3	1	PBX3
PBX4	1	PBX4
PBXIP1	1	PBXIP1
PC	1	PC
PCAT6	1	PCAT6
PCBD1	1	PCBD1
PCBD2	1	PCBD2
PCBP1	1	PCBP1
PCBP1-AS1	1	PCBP1-AS1
PCBP2	1	PCBP2
PCBP3	1	PCBP3
PCBP4	1	PCBP4
PCCA	1	PCCA
PCCA-DT	1	LOC105370333
PCCB	1	PCCB
PCDH1	1	PCDH1
PCDH10	1	PCDH10
PCDH18	1	PCDH18
PCDH19	1	PCDH19
PCDH7	1	PCDH7
PCDH9	1	PCDH9
PCDHA4	1	PCDHA4
PCDHA7	1	PCDHA7
PCDHB10	1	PCDHB10
PCDHB11	1	PCDHB11
PCDHB13	1	PCDHB13
PCDHB14	1	PCDHB14
PCDHB15	1	PCDHB15
PCDHB16	1	PCDHB16
PCDHB18P	1	PCDHB18P
PCDHB19P	1	PCDHB19P
PCDHB2	1	PCDHB2
PCDHB3	1	PCDHB3
PCDHB4	1	PCDHB4
PCDHB5	1	PCDHB5
PCDHB6	1	PCDHB6
PCDHB7	1	PCDHB7
PCDHB9	1	PCDHB9
PCDHGA1	1	PCDHGA1
PCDHGA10	1	PCDHGA10
PCDHGA11	1	PCDHGA11
PCDHGA12	1	PCDHGA12
PCDHGA2	1	PCDHGA2
PCDHGA3	1	PCDHGA3
PCDHGA4	1	PCDHGA4
PCDHGA5	1	PCDHGA5
PCDHGA6	1	PCDHGA6
PCDHGA7	1	PCDHGA7
PCDHGA8	1	PCDHGA8
PCDHGA9	1	PCDHGA9
PCDHGB1	1	PCDHGB1
PCDHGB2	1	PCDHGB2
PCDHGB3	1	PCDHGB3
PCDHGB4	1	PCDHGB4
PCDHGB5	1	PCDHGB5
PCDHGB6	1	PCDHGB6
PCDHGB7	1	PCDHGB7
PCDHGB8P	1	PCDHGB8P
PCDHGC3	1	PCDHGC3
PCDHGC4	1	PCDHGC4
PCDHGC5	1	PCDHGC5
PCED1A	1	PCED1A
PCED1B	1	PCED1B
PCF11	1	PCF11
PCF11-AS1	1	PCF11-AS1
PCGF1	1	PCGF1
PCGF2	1	PCGF2
PCGF3	1	PCGF3
PCGF3-AS1	1	LOC100129917
PCGF5	1	PCGF5
PCGF6	1	PCGF6
PCID2	1	PCID2
PCIF1	1	PCIF1
PCLAF	1	PCLAF
PCLO	1	PCLO
PCM1	1	PCM1
PCMT1	1	PCMT1
PCMTD1	1	PCMTD1
PCMTD2	1	PCMTD2
PCNA	1	PCNA
PCNP	1	PCNP
PCNT	1	PCNT
PCNX1	1	PCNX1
PCNX2	1	PCNX2
PCNX3	1	PCNX3
PCNX4	1	PCNX4
PCOLCE	1	PCOLCE
PCOLCE-AS1	1	PCOLCE-AS1
PCOLCE2	1	PCOLCE2
PCOTH	1	PCOTH
PCSK1	1	PCSK1
PCSK2	1	PCSK2
PCSK4	1	PCSK4
PCSK5	1	PCSK5
PCSK6	1	PCSK6
PCSK7	1	PCSK7
PCSK9	1	PCSK9
PCTP	1	PCTP
PCYOX1	1	PCYOX1
PCYOX1L	1	PCYOX1L
PCYT1A	1	PCYT1A
PCYT1B	1	PCYT1B
PCYT2	1	PCYT2
PDAP1	1	PDAP1
PDC-AS1	1	LOC102724919
PDCD10	1	PDCD10
PDCD11	1	PDCD11
PDCD1LG2	1	PDCD1LG2
PDCD2	1	PDCD2
PDCD2L	1	PDCD2L
PDCD4	1	PDCD4
PDCD4-AS1	1	PDCD4-AS1
PDCD5	1	PDCD5
PDCD6	1	PDCD6
PDCD6-DT	1	HRAT5
PDCD6IPP2	1	PDCD6IPP2
PDCD6P1	1	LOC728613
PDCD7	1	PDCD7
PDCL	1	PDCL
PDCL3	1	PDCL3
PDCL3P4	1	PDCL3P4
PDE10A	1	PDE10A
PDE11A	1	PDE11A
PDE12	1	PDE12
PDE1C	1	PDE1C
PDE2A	1	PDE2A
PDE3A	1	PDE3A
PDE3B	1	PDE3B
PDE4A	1	PDE4A
PDE4B	1	PDE4B
PDE4C	1	PDE4C
PDE4D	1	PDE4D
PDE4DIP	1	PDE4DIP
PDE4DIPP2	1	LOC100996724
PDE5A	1	PDE5A
PDE6B	1	PDE6B
PDE6D	1	PDE6D
PDE7A	1	PDE7A
PDE7B	1	PDE7B
PDE8A	1	PDE8A
PDE9A	1	PDE9A
PDF	1	PDF
PDGFA	1	PDGFA
PDGFA-DT	1	HRAT92
PDGFC	1	PDGFC
PDGFD	1	PDGFD
PDGFRA	1	PDGFRA
PDGFRB	1	PDGFRB
PDGFRL	1	PDGFRL
PDHA1	1	PDHA1
PDHB	1	PDHB
PDHX	1	PDHX
PDIA3	1	PDIA3
PDIA3P1	1	PDIA3P1
PDIA4	1	PDIA4
PDIA6	1	PDIA6
PDIK1L	1	PDIK1L
PDK1	1	PDK1
PDK2	1	PDK2
PDK3	1	PDK3
PDK4	1	PDK4
PDLIM1	1	PDLIM1
PDLIM2	1	PDLIM2
PDLIM3	1	PDLIM3
PDLIM4	1	PDLIM4
PDLIM5	1	PDLIM5
PDLIM7	1	PDLIM7
PDP1	1	PDP1
PDP2	1	PDP2
PDPK1	1	PDPK1
PDPN	1	PDPN
PDPR	1	PDPR
PDPR2P	1	LOC283922
PDRG1	1	PDRG1
PDS5A	1	PDS5A
PDS5B	1	PDS5B
PDSS1	1	PDSS1
PDSS2	1	PDSS2
PDXDC1	1	PDXDC1
PDXDC2P-NPIPB14P	1	PDXDC2P-NPIPB14P
PDXK	1	PDXK
PDXP	1	PDXP
PDXP-DT	1	LOC101927051
PDZD11	1	PDZD11
PDZD2	1	PDZD2
PDZD4	1	PDZD4
PDZD7	1	PDZD7
PDZD8	1	PDZD8
PDZK1	1	PDZK1
PDZRN3	1	PDZRN3
PDZRN3-AS1	1	PDZRN3-AS1
PDZRN4	1	PDZRN4
PEA15	1	PEA15
PEAK1	1	PEAK1
PEAR1	1	PEAR1
PEBP1	1	PEBP1
PECAM1	1	PECAM1
PECR	1	PECR
PEDS1	1	TMEM189
PEF1	1	PEF1
PEG10	1	PEG10
PEG13	1	PEG13
PEG3	1	PEG3
PELI1	1	PELI1
PELI2	1	PELI2
PELI3	1	PELI3
PELO	1	PELO
PELP1	1	PELP1
PEMT	1	PEMT
PENK	1	PENK
PEPD	1	PEPD
PER1	1	PER1
PER2	1	PER2
PER3	1	PER3
PERP	1	PERP
PES1	1	PES1
PET100	1	PET100
PET117	1	PET117
PEX1	1	PEX1
PEX10	1	PEX10
PEX11A	1	PEX11A
PEX11B	1	PEX11B
PEX11G	1	PEX11G
PEX12	1	PEX12
PEX13	1	PEX13
PEX14	1	PEX14
PEX16	1	PEX16
PEX19	1	PEX19
PEX2	1	PEX2
PEX26	1	PEX26
PEX3	1	PEX3
PEX5	1	PEX5
PEX5L	1	PEX5L
PEX6	1	PEX6
PEX7	1	PEX7
PF4	1	PF4
PF4V1	1	PF4V1
PFAS	1	PFAS
PFDN1	1	PFDN1
PFDN2	1	PFDN2
PFDN4	1	PFDN4
PFDN5	1	PFDN5
PFDN6	1	PFDN6
PFKFB1	1	PFKFB1
PFKFB2	1	PFKFB2
PFKFB3	1	PFKFB3
PFKFB4	1	PFKFB4
PFKL	1	PFKL
PFKM	1	PFKM
PFKP	1	PFKP
PFN1	1	PFN1
PFN1P2	1	PFN1P2
PFN2	1	PFN2
PFN4	1	PFN4
PGAM1	1	PGAM1
PGAM5	1	PGAM5
PGAP1	1	PGAP1
PGAP2	1	PGAP2
PGAP3	1	PGAP3
PGAP4	1	TMEM246
PGAP6	1	TMEM8A
PGBD1	1	PGBD1
PGBD2	1	PGBD2
PGBD4	1	PGBD4
PGBD5	1	PGBD5
PGD	1	PGD
PGF	1	PGF
PGGHG	1	PGGHG
PGGT1B	1	PGGT1B
PGK1	1	PGK1
PGLS	1	PGLS
PGLS-DT	1	LOC100507551
PGM1	1	PGM1
PGM2	1	PGM2
PGM2L1	1	PGM2L1
PGM3	1	PGM3
PGM5P2	1	PGM5P2
